state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
FLORIDA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,19796,4302313
FLORIDA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,6655,4302313
GEORGIA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1081331,1809672
GEORGIA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,714792,1809672
GEORGIA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,8435,1809672
GEORGIA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,5099,1809672
HAWAII,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,192364,354461
HAWAII,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,158625,354461
HAWAII,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,1999,354461
HAWAII,1988,"FULANI, LENORA",OTHER,NO PARTY AFFILIATION,1003,354461
HAWAII,1988,"LAROUCHE, LYNDON, JR.",OTHER,NATIONAL ECONOMIC RECOVERY,470,354461
IDAHO,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,253881,408968
IDAHO,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,147272,408968
IDAHO,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,5313,408968
IDAHO,1988,"FULANI, LENORA",OTHER,INDEPENDENT,2502,408968
ILLINOIS,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,2310939,4559120
ILLINOIS,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,2215940,4559120
ILLINOIS,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,14944,4559120
ILLINOIS,1988,"FULANI, LENORA",OTHER,SOLIDARITY,10276,4559120
ILLINOIS,1988,"WINN, EDWARD",OTHER,INDEPENDENT,7021,4559120
INDIANA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1297763,2168621
INDIANA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,860643,2168621
INDIANA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,10215,2168621
IOWA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,670557,1225614
IOWA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,545355,1225614
IOWA,1988,"LAROUCHE, LYNDON, JR.",OTHER,NOMINATED BY PETITION,3526,1225614
IOWA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,2494,1225614
IOWA,1988,"DUKE, DAVID",OTHER,PATRIOTIC PARTY,755,1225614
IOWA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,540,1225614
IOWA,1988,"KENOYER, WILLA",OTHER,SOCIALIST,334,1225614
IOWA,1988,"WINN, EDWARD",OTHER,WORKERS LEAGUE,235,1225614
IOWA,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,205,1225614
KANSAS,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,554049,993044
KANSAS,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,422636,993044
KENTUCKY,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,734281,1322517
KENTUCKY,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,580368,1322517
KENTUCKY,1988,"DUKE, DAVID",OTHER,POPULIST,4494,1322517
KENTUCKY,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,2118,1322517
KENTUCKY,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,1256,1322517
LOUISIANA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,883702,1628202
LOUISIANA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,717460,1628202
LOUISIANA,1988,"DUKE, DAVID",OTHER,POPULIST,18612,1628202
LOUISIANA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,4115,1628202
LOUISIANA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,2355,1628202
LOUISIANA,1988,"LAROUCHE, LYNDON, JR.",OTHER,NATIONAL ECONOMIC RECOVERY,1958,1628202
MAINE,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,307131,555035
MAINE,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,243569,555035
MAINE,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,2700,555035
MAINE,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,1405,555035
MARYLAND,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,876167,1714358
MARYLAND,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,826304,1714358
MARYLAND,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,6748,1714358
MARYLAND,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,5115,1714358
MASSACHUSETTS,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1401415,2632801
MASSACHUSETTS,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1194635,2632801
MASSACHUSETTS,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,24251,2632801
MASSACHUSETTS,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,9561,2632801
MICHIGAN,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1965486,3669163
MICHIGAN,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1675783,3669163
MICHIGAN,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,18336,3669163
MICHIGAN,1988,"WINN, EDWARD",OTHER,WORKERS LEAGUE,1958,3669163
MINNESOTA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1109471,2096790
MINNESOTA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,962337,2096790
MINNESOTA,1988,"MCCARTHY, EUGENE """"GENE""""",OTHER,PROGRESSIVE,5403,2096790
MINNESOTA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,5109,2096790
MINNESOTA,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,2155,2096790
MINNESOTA,1988,"HERER, JACK",OTHER,GRASSROOTS,1949,2096790
MINNESOTA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,1734,2096790
MINNESOTA,1988,"LAROUCHE, LYNDON, JR.",OTHER,NATIONAL ECONOMIC RECOVERY,1702,2096790
MINNESOTA,1988,"DUKE, DAVID",OTHER,POPULIST,1529,2096790
MINNESOTA,1988,"DENNIS, DELMAR",OTHER,AMERICAN,1298,2096790
MINNESOTA,1988,"WINN, EDWARD",OTHER,WORKERS LEAGUE,489,2096790
MISSISSIPPI,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,557890,931527
MISSISSIPPI,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,363921,931527
MISSISSIPPI,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,3329,931527
MISSOURI,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1084953,2093228
MISSOURI,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1001619,2093228
MISSOURI,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,6656,2093228
MONTANA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,190412,365674
MONTANA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,168936,365674
MONTANA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,5047,365674
MONTANA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,1279,365674
NEBRASKA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,397956,661465
NEBRASKA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,259235,661465
NEBRASKA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,2534,661465
NEBRASKA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,1740,661465
NEVADA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,206040,343133
NEVADA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,132738,343133
NEVADA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,3520,343133
NEVADA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,835,343133
NEW HAMPSHIRE,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,281537,450525
NEW HAMPSHIRE,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,163696,450525
NEW HAMPSHIRE,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,4502,450525
NEW HAMPSHIRE,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,790,450525
NEW JERSEY,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1743192,3099553
NEW JERSEY,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1320352,3099553
NEW JERSEY,1988,"HERBERG G., LEWIN",OTHER,PEACE & FREEDOM,9953,3099553
NEW JERSEY,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,8421,3099553
NEW JERSEY,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,5139,3099553
NEW JERSEY,1988,"MCCARTHY, EUGENE """"GENE""""",OTHER,CONSUMER,3454,3099553
NEW JERSEY,1988,"KENOYER, WILLA",OTHER,SOCIALIST,2587,3099553
NEW JERSEY,1988,"DUKE, DAVID",OTHER,POPULIST,2446,3099553
NEW JERSEY,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,2298,3099553
NEW JERSEY,1988,"HOLMES, LARRY",OTHER,WORKERS WORLD,1020,3099553
NEW JERSEY,1988,"WINN, EDWARD",OTHER,WORKERS LEAGUE,691,3099553
NEW MEXICO,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,270341,521387
NEW MEXICO,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,244497,521387
NEW MEXICO,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,3368,521387
NEW MEXICO,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,2237,521387
NEW MEXICO,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,344,521387
NEW MEXICO,1988,"HOLMES, LARRY",OTHER,WORKERS WORLD,258,521387
NEW MEXICO,1988,"DODGE, EARL",OTHER,PROHIBITION,249,521387
NEW YORK,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,3255487,6485683
NEW YORK,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,2838414,6485683
NEW YORK,1988,"BUSH, GEORGE H.W.",OTHER,CONSERVATIVE,243457,6485683
NEW YORK,1988,"DUKAKIS, MICHAEL",OTHER,LIBERAL PARTY,92395,6485683
NEW YORK,1988,"MARRA, WILLIAM A.",OTHER,RIGHT-TO-LIFE,20497,6485683
NEW YORK,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,15845,6485683
NEW YORK,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,12109,6485683
NEW YORK,1988,"HOLMES, LARRY",OTHER,WORKERS WORLD,4179,6485683
NEW YORK,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,3287,6485683
NORTH CAROLINA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1237258,2134370
NORTH CAROLINA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,890167,2134370
NORTH CAROLINA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,5682,2134370
NORTH DAKOTA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,166559,297261
NORTH DAKOTA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,127739,297261
NORTH DAKOTA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,1315,297261
NORTH DAKOTA,1988,"LAROUCHE, LYNDON, JR.",OTHER,NATIONAL ECONOMIC RECOVERY,905,297261
NORTH DAKOTA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,396,297261
NORTH DAKOTA,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,347,297261
OHIO,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,2416549,4393585
OHIO,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1939629,4393585
OHIO,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,12017,4393585
OHIO,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,11926,4393585
OHIO,1988,"WINN, EDWARD",OTHER,WORKERS LEAGUE,5401,4393585
OKLAHOMA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,678367,1171036
OKLAHOMA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,483423,1171036
OKLAHOMA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,6261,1171036
OKLAHOMA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,2985,1171036
OREGON,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,616206,1201694
OREGON,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,560126,1201694
OREGON,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,14811,1201694
OREGON,1988,"FULANI, LENORA",OTHER,INDEPENDENT,6487,1201694
PENNSYLVANIA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,2300087,4536251
PENNSYLVANIA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,2194944,4536251
PENNSYLVANIA,1988,"MCCARTHY, EUGENE """"GENE""""",OTHER,CONSUMER,19158,4536251
PENNSYLVANIA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,12051,4536251
PENNSYLVANIA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,4379,4536251
PENNSYLVANIA,1988,"DUKE, DAVID",OTHER,POPULIST,3444,4536251
PENNSYLVANIA,1988,"WINN, EDWARD",OTHER,WORKERS LEAGUE,2188,4536251
RHODE ISLAND,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,225123,404622
RHODE ISLAND,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,177761,404622
RHODE ISLAND,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,825,404622
RHODE ISLAND,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,280,404622
RHODE ISLAND,1988,"HERBERG G., LEWIN",OTHER,PEACE & FREEDOM,195,404622
RHODE ISLAND,1988,"DUKE, DAVID",OTHER,POPULIST,159,404622
RHODE ISLAND,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,130,404622
RHODE ISLAND,1988,"KENOYER, WILLA",OTHER,SOCIALIST,96,404622
SOUTH CAROLINA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,606443,986009
SOUTH CAROLINA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,370554,986009
SOUTH CAROLINA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,4935,986009
SOUTH CAROLINA,1988,"FULANI, LENORA",OTHER,UNITED CITIZENS,4077,986009
SOUTH DAKOTA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,165415,312991
SOUTH DAKOTA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,145560,312991
TENNESSEE,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,947233,1636250
TENNESSEE,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,679794,1636250
TEXAS,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,3036829,5427410
TEXAS,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,2352748,5427410
TEXAS,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,30355,5427410
TEXAS,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,7208,5427410
UTAH,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,428442,647008
UTAH,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,207343,647008
UTAH,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,7473,647008
UTAH,1988,"DENNIS, DELMAR",OTHER,AMERICAN,2158,647008
UTAH,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,455,647008
UTAH,1988,"LAROUCHE, LYNDON, JR.",OTHER,NATIONAL ECONOMIC RECOVERY,427,647008
UTAH,1988,"YOUNGKEIT, LOUIE G.",OTHER,INDEPENDENT,372,647008
UTAH,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,209,647008
UTAH,1988,"KENOYER, WILLA",OTHER,SOCIALIST,129,647008
VERMONT,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,124331,243328
VERMONT,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,115775,243328
VERMONT,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,1000,243328
VERMONT,1988,"LAROUCHE, LYNDON, JR.",OTHER,INDEPENDENT,275,243328
VERMONT,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,205,243328
VERMONT,1988,"DUKE, DAVID",OTHER,POPULIST,189,243328
VERMONT,1988,"HERBERG G., LEWIN",OTHER,PEACE & FREEDOM,164,243328
VERMONT,1988,"KENOYER, WILLA",OTHER,LIBERTY UNION PARTY,142,243328
VERMONT,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,113,243328
VIRGINIA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1309162,2191609
VIRGINIA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,859799,2191609
VIRGINIA,1988,"FULANI, LENORA",OTHER,INDEPENDENT,14312,2191609
VIRGINIA,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,8336,2191609
WASHINGTON,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,933516,1865253
WASHINGTON,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,903835,1865253
WASHINGTON,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,17240,1865253
WASHINGTON,1988,"LAROUCHE, LYNDON, JR.",OTHER,INDEPENDENT,4412,1865253
WASHINGTON,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,3520,1865253
WASHINGTON,1988,"HOLMES, LARRY",OTHER,WORKERS WORLD,1440,1865253
WASHINGTON,1988,"WARREN, JAMES """"MAC""""",OTHER,SOCIALIST WORKERS,1290,1865253
WEST VIRGINIA,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,341016,653311
WEST VIRGINIA,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,310065,653311
WEST VIRGINIA,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,2230,653311
WISCONSIN,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,1126794,2191608
WISCONSIN,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,1047499,2191608
WYOMING,1988,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,106867,176551
WYOMING,1988,"DUKAKIS, MICHAEL",DEMOCRAT,DEMOCRAT,67113,176551
WYOMING,1988,"PAUL, RONALD """"RON""""",LIBERTARIAN,LIBERTARIAN,2026,176551
WYOMING,1988,"FULANI, LENORA",OTHER,NEW ALLIANCE,545,176551
ALABAMA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,804283,1688060
ALABAMA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,690080,1688060
ALABAMA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,183109,1688060
ALABAMA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,5737,1688060
ALABAMA,1992,OTHER,OTHER,INDEPENDENT,4128,1688060
ALASKA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,102000,258506
ALASKA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,78294,258506
ALASKA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,73481,258506
ALASKA,1992,"GRITZ, JAMES """"BO""""",OTHER,AMERICA FIRST,1379,258506
ALASKA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,1378,258506
ALASKA,1992,"LAROUCHE, LYNDON, JR.",OTHER,INDEPENDENTS FOR ECONOMIC RECOVERY,469,258506
ALASKA,1992,"HAGELIN, JOHN",OTHER,NATURAL LAW,433,258506
ALASKA,1992,"PHILLIPS, HOWARD",OTHER,TAXPAYERS PARTY,377,258506
ALASKA,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,330,258506
ARIZONA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,572086,1486975
ARIZONA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,543050,1486975
ARIZONA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,353741,1486975
ARIZONA,1992,"GRITZ, JAMES """"BO""""",OTHER,INDEPENDENT,8141,1486975
ARIZONA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,6759,1486975
ARIZONA,1992,"HAGELIN, JOHN",OTHER,NATURAL LAW,2267,1486975
ARIZONA,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,923,1486975
ARKANSAS,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,505823,950653
ARKANSAS,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,337324,950653
ARKANSAS,1992,"PEROT, ROSS",OTHER,INDEPENDENT,99132,950653
ARKANSAS,1992,OTHER,OTHER,INDEPENDENT,8374,950653
CALIFORNIA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,5121325,11131721
CALIFORNIA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,3630574,11131721
CALIFORNIA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,2296006,11131721
CALIFORNIA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,48139,11131721
CALIFORNIA,1992,"DANIELS, RON",OTHER,PEACE & FREEDOM,18597,11131721
CALIFORNIA,1992,"PHILLIPS, HOWARD",OTHER,AMERICAN INDEPENDENT PARTY,12711,11131721
COLORADO,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,629681,1569180
COLORADO,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,562850,1569180
COLORADO,1992,"PEROT, ROSS",OTHER,INDEPENDENT,366010,1569180
COLORADO,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,8669,1569180
COLORADO,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,1608,1569180
COLORADO,1992,"GRITZ, JAMES """"BO""""",OTHER,DEMOCRAT/REPUBLICAN,274,1569180
COLORADO,1992,"HAGELIN, JOHN",OTHER,NATURAL LAW,47,1569180
COLORADO,1992,PROHIBITION,OTHER,PROHIBITION,21,1569180
COLORADO,1992,UNAFFILIATED,OTHER,UNAFFILIATED,20,1569180
CONNECTICUT,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,682318,1616156
CONNECTICUT,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,578313,1616156
CONNECTICUT,1992,"PEROT, ROSS",OTHER,INDEPENDENT,348771,1616156
CONNECTICUT,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,5391,1616156
CONNECTICUT,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,1363,1616156
DELAWARE,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,126054,289620
DELAWARE,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,102313,289620
DELAWARE,1992,"PEROT, ROSS",OTHER,INDEPENDENT,59213,289620
DELAWARE,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,1105,289620
DELAWARE,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,935,289620
DISTRICT OF COLUMBIA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,192619,227572
DISTRICT OF COLUMBIA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,20698,227572
DISTRICT OF COLUMBIA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,9681,227572
DISTRICT OF COLUMBIA,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,1459,227572
DISTRICT OF COLUMBIA,1992,"DANIELS, RONALD",OTHER,INDEPENDENT,1446,227572
DISTRICT OF COLUMBIA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,467,227572
DISTRICT OF COLUMBIA,1992,"HAGELIN, JOHN",OTHER,NATURAL LAW,230,227572
DISTRICT OF COLUMBIA,1992,OTHER,OTHER,SOCIALIST,191,227572
DISTRICT OF COLUMBIA,1992,OTHER,OTHER,SOCIALIST WORKERS,105,227572
FLORIDA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,2173310,5313392
FLORIDA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,2071698,5313392
FLORIDA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,1053067,5313392
FLORIDA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,15079,5313392
GEORGIA,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,1008966,2321133
GEORGIA,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,995252,2321133
GEORGIA,1992,"PEROT, ROSS",OTHER,INDEPENDENT,309657,2321133
GEORGIA,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,7110,2321133
HAWAII,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,179310,372842
HAWAII,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,136822,372842
HAWAII,1992,"PEROT, ROSS",OTHER,INDEPENDENT,53003,372842
HAWAII,1992,"GRITZ, JAMES """"BO""""",OTHER,INDEPENDENT,1452,372842
HAWAII,1992,"MARROU, ANDRE",LIBERTARIAN,LIBERTARIAN,1119,372842
HAWAII,1992,"FULANI, LENORA",OTHER,NEW ALLIANCE,720,372842
HAWAII,1992,"HAGELIN, JOHN",OTHER,NATURAL LAW,416,372842
IDAHO,1992,"BUSH, GEORGE H.W.",REPUBLICAN,REPUBLICAN,202645,482114
IDAHO,1992,"CLINTON, BILL",DEMOCRAT,DEMOCRAT,137013,482114
IDAHO,1992,"PEROT, ROSS",OTHER,INDEPENDENT,130395,482114
