state,year,candidate,party_simplified,party_detailed,candidatevotes,totalvotes
WISCONSIN,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,1478120,2997007
WISCONSIN,2004,"NADER, RALPH",OTHER,INDEPENDENT,17272,2997007
WISCONSIN,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,6464,2997007
WISCONSIN,2004,"COBB, DAVID",OTHER,WISCONSIN GREEN,2661,2997007
WYOMING,2004,"BUSH, GEORGE W.",REPUBLICAN,REPUBLICAN,167629,243861
WYOMING,2004,"KERRY, JOHN",DEMOCRAT,DEMOCRAT,70776,243861
WYOMING,2004,"NADER, RALPH",OTHER,INDEPENDENT,3372,243861
WYOMING,2004,"BADNARIK, MICHAEL",LIBERTARIAN,LIBERTARIAN,1171,243861
ALABAMA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1266546,2099819
ALABAMA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,813479,2099819
ALASKA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,193841,326197
ALASKA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,123594,326197
ALASKA,2008,"NADER, RALPH",OTHER,INDEPENDENT,3783,326197
ALASKA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,ALASKAN INDEPENDENCE PARTY,1660,326197
ALASKA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1589,326197
ARIZONA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1230111,2293475
ARIZONA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1034707,2293475
ARIZONA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,12555,2293475
ARIZONA,2008,"NADER, RALPH",OTHER,INDEPENDENT,11301,2293475
ARIZONA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,3406,2293475
ARKANSAS,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,638017,1086617
ARKANSAS,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,422310,1086617
ARKANSAS,2008,"NADER, RALPH",OTHER,INDEPENDENT,12882,1086617
ARKANSAS,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,4776,1086617
ARKANSAS,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,4023,1086617
ARKANSAS,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,3470,1086617
ARKANSAS,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,1139,1086617
CALIFORNIA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,8274473,13561900
CALIFORNIA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,5011781,13561900
CALIFORNIA,2008,"NADER, RALPH",OTHER,PEACE & FREEDOM,108381,13561900
CALIFORNIA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,67582,13561900
CALIFORNIA,2008,"KEYES, ALAN",OTHER,AMERICAN INDEPENDENT PARTY,40673,13561900
CALIFORNIA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,38774,13561900
COLORADO,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1288576,2401361
COLORADO,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1073589,2401361
COLORADO,2008,"NADER, RALPH",OTHER,INDEPENDENT,13350,2401361
COLORADO,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,10897,2401361
COLORADO,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,6233,2401361
COLORADO,2008,"KEYES, ALAN",OTHER,AMERICA'S INDEPENDENT PARTY,3051,2401361
COLORADO,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,2822,2401361
COLORADO,2008,"MCENULTY, FRANK",OTHER,UNAFFILIATED,828,2401361
COLORADO,2008,"JAY, CHARLES",OTHER,BOSTON TEA PARTY,598,2401361
COLORADO,2008,"ALLEN, JONATHAN",OTHER,HEARTQUAKE '08,348,2401361
COLORADO,2008,"STEVENS, THOMAS R.",OTHER,OBJECTIVIST PARTY,336,2401361
COLORADO,2008,"MOORE, BRIAN",OTHER,SOCIALIST,226,2401361
COLORADO,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,158,2401361
COLORADO,2008,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,154,2401361
COLORADO,2008,"LYTTLE, BRADFORD",OTHER,U.S. PACIFIST PARTY,110,2401361
COLORADO,2008,"AMONDSON, GENE",OTHER,PROHIBITION,85,2401361
CONNECTICUT,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,997772,1646792
CONNECTICUT,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,629428,1646792
CONNECTICUT,2008,"NADER, RALPH",OTHER,INDEPENDENT,19162,1646792
DELAWARE,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,255459,412412
DELAWARE,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,152374,412412
DELAWARE,2008,"NADER, RALPH",OTHER,INDEPENDENT,2401,412412
DELAWARE,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1109,412412
DELAWARE,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,626,412412
DELAWARE,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,385,412412
DELAWARE,2008,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,58,412412
DISTRICT OF COLUMBIA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,245800,265853
DISTRICT OF COLUMBIA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,17367,265853
DISTRICT OF COLUMBIA,2008,"NADER, RALPH",OTHER,INDEPENDENT,958,265853
DISTRICT OF COLUMBIA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,590,265853
FLORIDA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,4282074,8390744
FLORIDA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,4045624,8390744
FLORIDA,2008,"NADER, RALPH",OTHER,ECOLOGY PARTY OF FLORIDA,28124,8390744
FLORIDA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,17218,8390744
FLORIDA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,7915,8390744
FLORIDA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,2887,8390744
FLORIDA,2008,"KEYES, ALAN",OTHER,AMERICA'S INDEPENDENT PARTY,2550,8390744
FLORIDA,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,1516,8390744
FLORIDA,2008,"JAY, CHARLES",OTHER,BOSTON TEA PARTY,795,8390744
FLORIDA,2008,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,533,8390744
FLORIDA,2008,"STEVENS, THOMAS R.",OTHER,OBJECTIVIST PARTY,419,8390744
FLORIDA,2008,"MOORE, BRIAN",OTHER,SOCIALIST,405,8390744
FLORIDA,2008,"AMONDSON, GENE",OTHER,PROHIBITION,293,8390744
GEORGIA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2048759,3924486
GEORGIA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1844123,3924486
GEORGIA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,28731,3924486
HAWAII,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,325871,456064
HAWAII,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,120566,456064
HAWAII,2008,"NADER, RALPH",OTHER,INDEPENDENT,3825,456064
HAWAII,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1314,456064
HAWAII,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,1013,456064
HAWAII,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,979,456064
IDAHO,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,403012,655122
IDAHO,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,236440,655122
IDAHO,2008,"NADER, RALPH",OTHER,INDEPENDENT,7175,655122
IDAHO,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,4747,655122
IDAHO,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,3658,655122
ILLINOIS,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,3419348,5522371
ILLINOIS,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2031179,5522371
ILLINOIS,2008,"NADER, RALPH",OTHER,INDEPENDENT,30948,5522371
ILLINOIS,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,19642,5522371
ILLINOIS,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,11838,5522371
ILLINOIS,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,8256,5522371
INDIANA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1374039,2751054
INDIANA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1345648,2751054
INDIANA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,29257,2751054
INDIANA,2008,"NADER, RALPH",OTHER,INDEPENDENT,909,2751054
IOWA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,828940,1537123
IOWA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,682379,1537123
IOWA,2008,"NADER, RALPH",OTHER,PEACE & FREEDOM,8014,1537123
IOWA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,4590,1537123
IOWA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,4445,1537123
IOWA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,1423,1537123
IOWA,2008,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,292,1537123
IOWA,2008,"MOORE, BRIAN",OTHER,SOCIALIST,182,1537123
IOWA,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,121,1537123
KANSAS,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,699655,1235872
KANSAS,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,514765,1235872
KANSAS,2008,"NADER, RALPH",OTHER,INDEPENDENT,10598,1235872
KANSAS,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,6706,1235872
KANSAS,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,REFORM PARTY,4148,1235872
KENTUCKY,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1048462,1826620
KENTUCKY,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,751985,1826620
KENTUCKY,2008,"NADER, RALPH",OTHER,INDEPENDENT,15378,1826620
KENTUCKY,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,5989,1826620
KENTUCKY,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,4694,1826620
LOUISIANA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1148275,1960761
LOUISIANA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,782989,1960761
LOUISIANA,2008,"PAUL, RONALD """"RON""""",OTHER,LOUISIANA TAXPAYERS PARTY,9368,1960761
LOUISIANA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,9187,1960761
LOUISIANA,2008,"NADER, RALPH",OTHER,INDEPENDENT,6997,1960761
LOUISIANA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,2581,1960761
LOUISIANA,2008,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,735,1960761
LOUISIANA,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,354,1960761
LOUISIANA,2008,"AMONDSON, GENE",OTHER,PROHIBITION,275,1960761
MAINE,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,421923,731163
MAINE,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,295273,731163
MAINE,2008,"NADER, RALPH",OTHER,INDEPENDENT,10636,731163
MAINE,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,2900,731163
MARYLAND,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1629467,2631596
MARYLAND,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,959862,2631596
MARYLAND,2008,"NADER, RALPH",OTHER,INDEPENDENT,14713,2631596
MARYLAND,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,9842,2631596
MARYLAND,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,4747,2631596
MARYLAND,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,3760,2631596
MASSACHUSETTS,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1904097,3102995
MASSACHUSETTS,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1108854,3102995
MASSACHUSETTS,2008,"NADER, RALPH",OTHER,INDEPENDENT,28841,3102995
MASSACHUSETTS,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,13189,3102995
MASSACHUSETTS,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,6550,3102995
MASSACHUSETTS,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,4971,3102995
MICHIGAN,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2872579,5001596
MICHIGAN,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2048639,5001596
MICHIGAN,2008,"NADER, RALPH",OTHER,NATURAL LAW,33085,5001596
MICHIGAN,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,23716,5001596
MICHIGAN,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,U.S. TAXPAYERS PARTY,14685,5001596
MICHIGAN,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,8892,5001596
MINNESOTA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1573354,2910369
MINNESOTA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1275409,2910369
MINNESOTA,2008,"NADER, RALPH",OTHER,INDEPENDENT,30152,2910369
MINNESOTA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,9174,2910369
MINNESOTA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,6787,2910369
MINNESOTA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,5174,2910369
MINNESOTA,2008,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,790,2910369
MISSISSIPPI,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,724597,1289865
MISSISSIPPI,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,554662,1289865
MISSISSIPPI,2008,"NADER, RALPH",OTHER,INDEPENDENT,4011,1289865
MISSISSIPPI,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,2551,1289865
MISSISSIPPI,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,2529,1289865
MISSISSIPPI,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,1034,1289865
MISSISSIPPI,2008,"WEILL, TED",OTHER,REFORM PARTY,481,1289865
MISSOURI,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1445814,2925205
MISSOURI,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1441911,2925205
MISSOURI,2008,"NADER, RALPH",OTHER,INDEPENDENT,17813,2925205
MISSOURI,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,11386,2925205
MISSOURI,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,8201,2925205
MONTANA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,242763,490109
MONTANA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,231667,490109
MONTANA,2008,"PAUL, RONALD """"RON""""",OTHER,CONSTITUTION PARTY,10638,490109
MONTANA,2008,"NADER, RALPH",OTHER,INDEPENDENT,3686,490109
MONTANA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1355,490109
NEBRASKA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,452979,801281
NEBRASKA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,333319,801281
NEBRASKA,2008,"NADER, RALPH",OTHER,INDEPENDENT,5406,801281
NEBRASKA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,NEBRASKA PARTY,2972,801281
NEBRASKA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,2740,801281
NEBRASKA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,1028,801281
NEVADA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,533736,967848
NEVADA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,412827,967848
NEVADA,2008,"NADER, RALPH",OTHER,INDEPENDENT,6150,967848
NEVADA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,4263,967848
NEVADA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,INDEPENDENT AMERICAN,3194,967848
NEVADA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,1411,967848
NEW HAMPSHIRE,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,384826,710970
NEW HAMPSHIRE,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,316534,710970
NEW HAMPSHIRE,2008,"NADER, RALPH",OTHER,INDEPENDENT,3503,710970
NEW HAMPSHIRE,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,2748,710970
NEW JERSEY,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2215422,3868237
NEW JERSEY,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1613207,3868237
NEW JERSEY,2008,"NADER, RALPH",OTHER,INDEPENDENT,21298,3868237
NEW JERSEY,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,8441,3868237
NEW JERSEY,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,3956,3868237
NEW JERSEY,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,3636,3868237
NEW JERSEY,2008,"MOORE, BRIAN",OTHER,SOCIALIST,699,3868237
NEW JERSEY,2008,"BOSS, JEFFERY",OTHER,VOTE HERE,639,3868237
NEW JERSEY,2008,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,523,3868237
NEW JERSEY,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,416,3868237
NEW MEXICO,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,472422,830158
NEW MEXICO,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,346832,830158
NEW MEXICO,2008,"NADER, RALPH",OTHER,INDEPENDENT,5327,830158
NEW MEXICO,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,2428,830158
NEW MEXICO,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,1597,830158
NEW MEXICO,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,1552,830158
NEW YORK,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,4645332,7722019
NEW YORK,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2418323,7722019
NEW YORK,2008,"MCCAIN, JOHN",OTHER,CONSERVATIVE,170475,7722019
NEW YORK,2008,"MCCAIN, JOHN",OTHER,INDEPENDENCE,163973,7722019
NEW YORK,2008,"OBAMA, BARACK H.",OTHER,WORKING FAMILIES,159613,7722019
NEW YORK,2008,"NADER, RALPH",OTHER,POPULIST,41249,7722019
NEW YORK,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,19596,7722019
NEW YORK,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,12801,7722019
NEW YORK,2008,"HARRIS, JAMES",OTHER,SOCIALIST WORKERS,3615,7722019
NEW YORK,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,1639,7722019
NORTH CAROLINA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2142651,4310851
NORTH CAROLINA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2128474,4310851
NORTH CAROLINA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,25722,4310851
NORTH CAROLINA,2008,"NADER, RALPH",OTHER,INDEPENDENT,1510,4310851
NORTH DAKOTA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,168601,316621
NORTH DAKOTA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,141278,316621
NORTH DAKOTA,2008,"NADER, RALPH",OTHER,INDEPENDENT,4189,316621
NORTH DAKOTA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1354,316621
NORTH DAKOTA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,1199,316621
OHIO,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,2940044,5708350
OHIO,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2677820,5708350
OHIO,2008,"NADER, RALPH",OTHER,INDEPENDENT,46242,5708350
OHIO,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,19917,5708350
OHIO,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,12565,5708350
OHIO,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,8518,5708350
OHIO,2008,"MOORE, BRIAN",OTHER,SOCIALIST,2735,5708350
OKLAHOMA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,960165,1462661
OKLAHOMA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,502496,1462661
OREGON,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1037291,1827864
OREGON,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,738475,1827864
OREGON,2008,"NADER, RALPH",OTHER,PEACE PARTY,18614,1827864
OREGON,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,7693,1827864
OREGON,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,4543,1827864
PENNSYLVANIA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,3276363,6013272
PENNSYLVANIA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,2655885,6013272
PENNSYLVANIA,2008,"NADER, RALPH",OTHER,INDEPENDENT,42977,6013272
PENNSYLVANIA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,19912,6013272
RHODE ISLAND,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,296571,471766
RHODE ISLAND,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,165391,471766
RHODE ISLAND,2008,"NADER, RALPH",OTHER,INDEPENDENT,4829,471766
RHODE ISLAND,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1382,471766
RHODE ISLAND,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,797,471766
RHODE ISLAND,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,675,471766
RHODE ISLAND,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,122,471766
SOUTH CAROLINA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1034896,1920969
SOUTH CAROLINA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,862449,1920969
SOUTH CAROLINA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,7283,1920969
SOUTH CAROLINA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,6827,1920969
SOUTH CAROLINA,2008,"NADER, RALPH",OTHER,INDEPENDENT,5053,1920969
SOUTH CAROLINA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,4461,1920969
SOUTH DAKOTA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,203054,381975
SOUTH DAKOTA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,170924,381975
SOUTH DAKOTA,2008,"NADER, RALPH",OTHER,INDEPENDENT,4267,381975
SOUTH DAKOTA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,1895,381975
SOUTH DAKOTA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1835,381975
TENNESSEE,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1479178,2599749
TENNESSEE,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1087437,2599749
TEXAS,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,4479328,8077795
TEXAS,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,3528633,8077795
TEXAS,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,56116,8077795
TEXAS,2008,"NADER, RALPH",OTHER,INDEPENDENT,5751,8077795
UTAH,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,596030,952370
UTAH,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,327670,952370
UTAH,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,12012,952370
UTAH,2008,"NADER, RALPH",OTHER,PEACE & FREEDOM,8416,952370
UTAH,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,6966,952370
UTAH,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,982,952370
UTAH,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,262,952370
VERMONT,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,219262,325046
VERMONT,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,98974,325046
VERMONT,2008,"NADER, RALPH",OTHER,INDEPENDENT,3339,325046
VERMONT,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,1067,325046
VERMONT,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,CONSTITUTION PARTY,500,325046
VERMONT,2008,"CALERO, ROGER",OTHER,SOCIALIST WORKERS,150,325046
VERMONT,2008,"LA RIVA, GLORIA ESTELLA",OTHER,SOCIALISM AND LIBERATION PARTY,149,325046
VERMONT,2008,"MOORE, BRIAN",OTHER,LIBERTY UNION PARTY,141,325046
VIRGINIA,2008,"OBAMA, BARACK H.",DEMOCRAT,DEMOCRAT,1959532,3723260
VIRGINIA,2008,"MCCAIN, JOHN",REPUBLICAN,REPUBLICAN,1725005,3723260
VIRGINIA,2008,"NADER, RALPH",OTHER,INDEPENDENT,11483,3723260
VIRGINIA,2008,"BARR, BOB",LIBERTARIAN,LIBERTARIAN,11067,3723260
VIRGINIA,2008,"BALDWIN, CHARLES """"CHUCK""""",OTHER,INDEPENDENT GREEN,7474,3723260
VIRGINIA,2008,"MCKINNEY, CYNTHIA",OTHER,GREEN,2344,3723260
