Year,State,Office,Winning Candidate,Winning Party,Winning Percentage,Losing Candidate,Losing Party,Losing Percentage,Indicator,Term,President,Cycle Duration,Overall Growth (%),Average Growth (%)
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Total Employment,Obama 2,Barack Obama,2013-2017,-2.33,-0.56
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real GDP,Trump,Donald Trump,2017-2021,-0.2,0.02
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real Personal Income,Trump,Donald Trump,2017-2021,15.56,3.73
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real PCE,Trump,Donald Trump,2017-2021,4.08,1.05
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.88,3.36
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real Per Capita PCE,Trump,Donald Trump,2017-2021,2.57,0.69
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Total Employment,Trump,Donald Trump,2017-2021,-0.98,-0.23
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real GDP,Biden,Joe Biden,2021-2023,6.96,3.51
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real Personal Income,Biden,Joe Biden,2021-2023,2.03,1.05
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real PCE,Biden,Joe Biden,2021-2023,5.72,2.82
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,1.26,0.68
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.92,2.44
2008,NORTH DAKOTA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,53.25,"OBAMA, BARACK H.",DEMOCRAT,44.62,Total Employment,Biden,Joe Biden,2021-2023,5.42,2.67
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real GDP,Obama 1,Barack Obama,2009-2013,9.45,2.29
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.33,1.8
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real PCE,Obama 1,Barack Obama,2009-2013,6.86,1.68
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,6.56,1.62
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,6.1,1.49
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Total Employment,Obama 1,Barack Obama,2009-2013,3.51,0.87
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real GDP,Obama 2,Barack Obama,2013-2017,8.15,1.98
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Personal Income,Obama 2,Barack Obama,2013-2017,11.28,2.72
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real PCE,Obama 2,Barack Obama,2013-2017,10.38,2.5
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,10.09,2.44
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,9.19,2.23
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Total Employment,Obama 2,Barack Obama,2013-2017,4.58,1.13
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real GDP,Trump,Donald Trump,2017-2021,5.87,1.48
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Personal Income,Trump,Donald Trump,2017-2021,14.0,3.36
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real PCE,Trump,Donald Trump,2017-2021,6.7,1.68
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,13.73,3.3
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita PCE,Trump,Donald Trump,2017-2021,6.45,1.62
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Total Employment,Trump,Donald Trump,2017-2021,0.86,0.24
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real GDP,Biden,Joe Biden,2021-2023,2.8,1.39
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Personal Income,Biden,Joe Biden,2021-2023,-2.55,-1.25
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real PCE,Biden,Joe Biden,2021-2023,3.66,1.81
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-2.72,-1.34
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.47,1.72
2008,OHIO,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,51.5,"MCCAIN, JOHN",REPUBLICAN,46.91,Total Employment,Biden,Joe Biden,2021-2023,4.94,2.44
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real GDP,Obama 1,Barack Obama,2009-2013,12.26,2.95
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Personal Income,Obama 1,Barack Obama,2009-2013,13.03,3.12
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real PCE,Obama 1,Barack Obama,2009-2013,5.1,1.25
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,9.2,2.24
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,1.54,0.39
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Total Employment,Obama 1,Barack Obama,2009-2013,5.26,1.29
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real GDP,Obama 2,Barack Obama,2013-2017,9.34,2.3
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Personal Income,Obama 2,Barack Obama,2013-2017,-1.12,-0.2
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real PCE,Obama 2,Barack Obama,2013-2017,6.72,1.64
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,-2.95,-0.66
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,4.76,1.17
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Total Employment,Obama 2,Barack Obama,2013-2017,1.91,0.47
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real GDP,Trump,Donald Trump,2017-2021,0.83,0.24
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Personal Income,Trump,Donald Trump,2017-2021,17.34,4.08
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real PCE,Trump,Donald Trump,2017-2021,11.02,2.71
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,15.25,3.62
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.04,2.25
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Total Employment,Trump,Donald Trump,2017-2021,0.85,0.22
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real GDP,Biden,Joe Biden,2021-2023,7.1,3.56
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Personal Income,Biden,Joe Biden,2021-2023,3.76,1.86
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real PCE,Biden,Joe Biden,2021-2023,6.38,3.14
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,2.17,1.08
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Real Per Capita PCE,Biden,Joe Biden,2021-2023,4.74,2.35
2008,OKLAHOMA,US PRESIDENT,"MCCAIN, JOHN",REPUBLICAN,65.65,"OBAMA, BARACK H.",DEMOCRAT,34.35,Total Employment,Biden,Joe Biden,2021-2023,6.22,3.06
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real GDP,Obama 1,Barack Obama,2009-2013,7.15,1.75
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.06,1.72
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real PCE,Obama 1,Barack Obama,2009-2013,5.3,1.31
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,3.91,0.96
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,2.2,0.55
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Total Employment,Obama 1,Barack Obama,2009-2013,3.25,0.81
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real GDP,Obama 2,Barack Obama,2013-2017,18.95,4.44
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Personal Income,Obama 2,Barack Obama,2013-2017,20.53,4.79
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real PCE,Obama 2,Barack Obama,2013-2017,16.45,3.88
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,14.05,3.35
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,10.18,2.46
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Total Employment,Obama 2,Barack Obama,2013-2017,11.31,2.72
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real GDP,Trump,Donald Trump,2017-2021,10.99,2.67
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Personal Income,Trump,Donald Trump,2017-2021,21.44,5.01
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real PCE,Trump,Donald Trump,2017-2021,11.38,2.8
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,18.32,4.33
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita PCE,Trump,Donald Trump,2017-2021,8.52,2.14
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Total Employment,Trump,Donald Trump,2017-2021,1.71,0.45
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real GDP,Biden,Joe Biden,2021-2023,4.64,2.3
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Personal Income,Biden,Joe Biden,2021-2023,-3.74,-1.74
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real PCE,Biden,Joe Biden,2021-2023,2.91,1.46
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.21,-1.48
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.47,1.73
2008,OREGON,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,56.75,"MCCAIN, JOHN",REPUBLICAN,40.4,Total Employment,Biden,Joe Biden,2021-2023,5.23,2.58
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real GDP,Obama 1,Barack Obama,2009-2013,9.14,2.21
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Personal Income,Obama 1,Barack Obama,2009-2013,8.76,2.13
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real PCE,Obama 1,Barack Obama,2009-2013,6.87,1.68
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,7.24,1.77
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,5.37,1.32
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Total Employment,Obama 1,Barack Obama,2009-2013,3.5,0.87
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real GDP,Obama 2,Barack Obama,2013-2017,7.12,1.73
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.82,1.91
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real PCE,Obama 2,Barack Obama,2013-2017,5.37,1.32
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,7.0,1.71
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,4.57,1.12
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Total Employment,Obama 2,Barack Obama,2013-2017,4.25,1.05
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real GDP,Trump,Donald Trump,2017-2021,1.48,0.42
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Personal Income,Trump,Donald Trump,2017-2021,16.93,4.0
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real PCE,Trump,Donald Trump,2017-2021,10.21,2.55
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,16.31,3.86
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.63,2.42
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Total Employment,Trump,Donald Trump,2017-2021,-0.18,-0.0
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real GDP,Biden,Joe Biden,2021-2023,4.4,2.18
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Personal Income,Biden,Joe Biden,2021-2023,-4.15,-2.08
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real PCE,Biden,Joe Biden,2021-2023,3.18,1.59
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita Personal Income,Biden,Joe Biden,2021-2023,-3.77,-1.88
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Real Per Capita PCE,Biden,Joe Biden,2021-2023,3.6,1.8
2008,PENNSYLVANIA,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,54.49,"MCCAIN, JOHN",REPUBLICAN,44.17,Total Employment,Biden,Joe Biden,2021-2023,5.83,2.87
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real GDP,Obama 1,Barack Obama,2009-2013,4.69,1.16
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Personal Income,Obama 1,Barack Obama,2009-2013,7.45,1.86
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real PCE,Obama 1,Barack Obama,2009-2013,4.25,1.05
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Per Capita Personal Income,Obama 1,Barack Obama,2009-2013,5.99,1.51
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Per Capita PCE,Obama 1,Barack Obama,2009-2013,2.83,0.7
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Total Employment,Obama 1,Barack Obama,2009-2013,2.4,0.6
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real GDP,Obama 2,Barack Obama,2013-2017,3.04,0.75
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Personal Income,Obama 2,Barack Obama,2013-2017,7.86,1.91
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real PCE,Obama 2,Barack Obama,2013-2017,7.53,1.84
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Per Capita Personal Income,Obama 2,Barack Obama,2013-2017,6.19,1.52
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Per Capita PCE,Obama 2,Barack Obama,2013-2017,5.87,1.44
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Total Employment,Obama 2,Barack Obama,2013-2017,6.06,1.48
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real GDP,Trump,Donald Trump,2017-2021,3.46,0.89
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Personal Income,Trump,Donald Trump,2017-2021,16.11,3.83
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real PCE,Trump,Donald Trump,2017-2021,10.96,2.69
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Per Capita Personal Income,Trump,Donald Trump,2017-2021,14.82,3.54
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Per Capita PCE,Trump,Donald Trump,2017-2021,9.72,2.41
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Total Employment,Trump,Donald Trump,2017-2021,0.21,0.11
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real GDP,Biden,Joe Biden,2021-2023,4.07,2.01
2008,RHODE ISLAND,US PRESIDENT,"OBAMA, BARACK H.",DEMOCRAT,62.86,"MCCAIN, JOHN",REPUBLICAN,35.06,Real Personal Income,Biden,Joe Biden,2021-2023,-2.4,-1.06
